,id1,id2,func,type,train
12266,19008074,23677135,7,0,1
12273,19008074,23677142,7,0,1
12288,18640710,21273055,7,4,1
12288,19068322,23677143,7,0,1
12294,19095601,23677135,7,0,1
12299,19095601,23677140,7,0,0
12300,19095601,23677141,7,0,1
12302,345995,21273055,7,4,1
12307,12646326,21273055,7,4,1
12324,18640710,22137813,7,4,1
12333,19135765,23677146,7,0,1
12349,151792,17630908,7,4,0
12369,19170235,23677140,7,0,1
12378,19204899,23677135,7,0,0
12395,630656,2086684,7,4,1
12398,2086684,8227164,7,4,1
12423,19348945,23677138,7,0,0
12445,285947,8786313,7,4,1
12451,19358125,23677138,7,0,1
12474,19358127,23677133,7,0,1
12491,8054454,12646326,7,4,1
12540,19498173,23677143,7,0,1
12551,19539601,23677140,7,0,1
12552,19539601,23677141,7,0,1
12624,19635101,23677143,7,0,1
12673,19658635,23677136,7,0,1
12695,19658639,23677144,7,0,1
12703,19658643,23677138,7,0,1
12718,19658649,23677139,7,0,1
12746,19673242,23677139,7,0,1
12758,19680898,23677137,7,0,1
12836,19731645,23677145,7,0,0
12841,19747588,23677136,7,0,1
12852,19786510,23677133,7,0,1
12856,19786510,23677137,7,0,1
12939,19883631,23677136,7,0,1
12966,19914231,23677135,7,0,1
13015,19954473,23677142,7,0,1
13129,20143578,23677144,7,0,1
13132,20161795,23677133,7,0,1
13197,20279241,23677142,7,0,1
13220,20308090,23677137,7,0,1
13228,20308090,23677145,7,0,0
13282,20383563,23677143,7,0,1
13291,20432115,23677138,7,0,1
13342,20470497,23677133,7,0,1
13362,20471645,23677139,7,0,1
13366,20471645,23677143,7,0,1
13467,20601111,23677146,7,0,1
13482,20639772,23677133,7,0,0
13487,20639772,23677138,7,0,1
13558,20707231,23677139,7,0,1
13577,20727054,23677144,7,0,1
13675,20976464,23677144,7,0,1
13693,21006642,23677134,7,0,1
13707,21039957,23677134,7,0,1
13738,21047708,23677137,7,0,1
13812,21122719,23677141,7,0,1
13832,21122721,23677133,7,0,0
13845,21122721,23677146,7,0,1
13896,21175287,23677141,7,0,1
13974,21224444,23677135,7,0,1
14001,21285350,23677134,7,0,1
14020,21514569,23677139,7,0,1
14049,21554477,23677140,7,0,0
14059,21575674,23677136,7,0,1
14097,21607021,23677146,7,0,1
14187,21781242,23677138,7,0,1
14189,21781242,23677140,7,0,0
14192,21781242,23677143,7,0,1
14200,21807010,23677137,7,0,0
14254,21872530,23677135,7,0,1
14268,21914511,23677135,7,0,1
14276,21914511,23677143,7,0,0
14282,21920836,23677135,7,0,1
14296,21940171,23677135,7,0,1
14319,21950639,23677144,7,0,1
14363,22008893,23677146,7,0,1
14365,22053890,23677134,7,0,1
14376,22053890,23677145,7,0,0
14405,22077976,23677146,7,0,1
14417,22100520,23677144,7,0,1
14482,22310637,23677139,7,0,1
14512,22389985,23677141,7,0,1
14546,22486859,23677133,7,0,1
14639,22544014,23677142,7,0,1
14708,22737498,23677141,7,0,1
14715,22891844,23677134,7,0,1
14719,22891844,23677138,7,0,0
14847,23077186,23677140,7,0,1
14859,23114872,23677138,7,0,0
14861,23114872,23677140,7,0,1
14866,23114872,23677145,7,0,1
14870,23169453,23677135,7,0,1
14881,23169453,23677146,7,0,1
14904,23246356,23677141,7,0,1
14917,23284625,23677140,7,0,0
14922,23284625,23677145,7,0,1
14927,23347509,23677136,7,0,1
14943,23357894,23677138,7,0,1
14952,23365039,23677133,7,0,1
14973,23365203,23677140,7,0,1
14984,23365205,23677137,7,0,0
15049,23505758,23677146,7,0,1
15079,23577329,23677134,7,0,1
15115,23596004,23677142,7,0,0
15152,23654567,23677137,7,0,1
